FQDN,ASN,IP Address,Country_Code,Country_Name,Region_Code,Region_Name,City_Name,Latitude,Longitude,Metro_Code,Area_Code,Time_Zone,Continent_Code,Postal_Code,Isp_Name,Organization_Name,Domain,As_Number,Netspeed,User_Type,Accuracy_Radius,Country_Confidence,City_Confidence,Region_Confidence,Postal_Confidence
advanbusiness.com,33626,208.73.211.165,US,United States,CA,California,Los Angeles,34.0533,-118.2549,803,213,America/Los_Angeles,NA,90071,Oversee.net,Oversee.net,domainservice.com,AS33626 Oversee.net,Corporate,business,534,99,20,60,10
aoldaily.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
aolon1ine.com,26496,50.63.202.62,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
applesoftupdate.com,26496,50.63.202.62,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
attnpower.com,36351,75.126.166.204,US,United States,TX,Texas,Dallas,32.9299,-96.8353,623,972,America/Chicago,NA,75244,SoftLayer Technologies,Padhost,softlayer.com,AS36351 SoftLayer Technologies Inc.,Corporate,hosting,534,99,20,60,10
aunewsonline.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
bigdepression.net,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
bigdepression.net,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
bigdepression.net,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
bigdepression.net,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
blackberrycluter.com,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
blackberrycluter.com,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
blackberrycluter.com,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
blackberrycluter.com,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
bluecoate.com,46606,74.220.199.7,US,United States,UT,Utah,Provo,40.2181,-111.6133,770,801,America/Denver,NA,84606,Unified Layer,Unified Layer,unifiedlayer.com,AS46606 Unified Layer,Corporate,residential,534,99,20,60,10
canadatvsite.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
canoedaily.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
cnndaily.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
cnndaily.net,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
cnnnewsdaily.com,22489,69.43.161.167,US,United States,CA,California,San Diego,32.8073,-117.1324,825,858,America/Los_Angeles,NA,92123,Castle Access,Castle Access,,AS22489 Castle Access Inc,Corporate,residential,534,99,20,60,10
competrip.com,46606,74.220.199.8,US,United States,UT,Utah,Provo,40.2181,-111.6133,770,801,America/Denver,NA,84606,Unified Layer,Unified Layer,unifiedlayer.com,AS46606 Unified Layer,Corporate,residential,534,99,20,60,10
copporationnews.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
cslisten.com,21740,64.74.223.42,US,United States,GA,Georgia,Atlanta,33.7516,-84.3915,524,404,America/New_York,NA,30303,Internap Network Services Corporation,"eNom, Incorporated",,"AS21740 eNom, Incorporated",Corporate,business,534,99,20,60,10
defenceonline.net,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
dnsweb.org,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
dnsweb.org,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
dnsweb.org,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
dnsweb.org,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
downloadsite.me,46652,198.199.78.132,US,United States,NY,New York,New York,40.7143,-74.0060,501,212,America/New_York,NA,,ServerStack,ServerStack,,"AS46652 ServerStack, Inc.",Unknown,residential,,,,,
earthsolution.org,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
earthsolution.org,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
earthsolution.org,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
earthsolution.org,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
e-cardsshop.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
firefoxupdata.com,15169,8.8.8.8,US,United States,,,,38.0000,-97.0000,,,,NA,,Level 3 Communications,Google,,AS15169 Google Inc.,Corporate,residential,,99,,,
firefoxupdata.com,15003,23.19.7.190,US,United States,CA,California,Los Angeles,34.0438,-118.2512,803,213,America/Los_Angeles,NA,90014,"Nobis Technology Group, LLC",Ubiquity Server Solutions Los Angeles,1ue.com,"AS15003 Nobis Technology Group, LLC",Corporate,hosting,534,99,20,60,10
giftnews.org,46606,173.254.28.80,US,United States,UT,Utah,Provo,40.2181,-111.6133,770,801,America/Denver,NA,84606,Unified Layer,Unified Layer,justhost.com,AS46606 Unified Layer,Corporate,residential,999,76,11,14,10
globalowa.com,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
globalowa.com,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
globalowa.com,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
globalowa.com,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
hugesoft.org,32421,192.31.186.119,US,United States,DE,Delaware,Wilmington,39.7157,-75.5281,504,302,America/New_York,NA,19801,Black Lotus Communications,Black Lotus Communications,,AS32421 Black Lotus Communications,Corporate,residential,534,99,20,60,10
hvmetal.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
ifexcel.com,51969,46.149.19.26,IS,Iceland,,,,65.0000,-18.0000,,,Atlantic/Reykjavik,EU,,GreenQloud ehf,GreenQloud ehf,greenqloud.com,AS51969 GreenQloud ehf,Cable/DSL,residential,,99,,,
infobusinessus.org,29761,173.254.222.138,US,United States,CA,California,Torrance,33.8359,-118.3406,803,310,America/Los_Angeles,NA,,"OC3 Networks & Web Solutions, LLC","OC3 Networks & Web Solutions, LLC",,AS29761 Web Africa Proxy aut-num object,Corporate,hosting,999,60,20,58,10
infosupports.com,51969,46.149.19.26,IS,Iceland,,,,65.0000,-18.0000,,,Atlantic/Reykjavik,EU,,GreenQloud ehf,GreenQloud ehf,greenqloud.com,AS51969 GreenQloud ehf,Cable/DSL,residential,,99,,,
issnbgkit.net,21788,184.82.228.72,US,United States,CA,California,Los Angeles,34.0522,-118.2437,803,323,America/Los_Angeles,NA,,Network Operations Center,Network Operations Center,hostnoc.net,AS21788 Network Operations Center Inc.,Corporate,hosting,309,99,85,85,10
jobsadvanced.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
livemymsn.com,21740,8.5.1.16,US,United States,AZ,Arizona,Tempe,33.4357,-111.9171,753,480,America/Phoenix,NA,85281,Level 3 Communications,"eNom, Incorporated",,"AS21740 eNom, Incorporated",Corporate,business,534,99,20,60,10
lksoftvc.net,26496,184.168.221.85,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
maltempata.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
mcafeepaying.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
mediaxsds.net,26496,184.168.221.79,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
microsoft-update-info.com,38895,54.254.124.68,SG,Singapore,,,,1.3667,103.8000,,,Asia/Singapore,AS,,Amazon Technologies,Amazon.com Tech Telecom,,AS38895 Amazon.com Tech Telecom,Corporate,hosting,534,99,20,60,10
micyuisyahooapis.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
msnhome.org,8075,207.46.31.61,US,United States,,,,38.0000,-97.0000,,,,NA,,Microsoft Corp,Microsoft Corp,,AS8075 Microsoft Corp,Cable/DSL,business,,99,,,
msnhome.org,8075,65.55.39.12,US,United States,WA,Washington,Redmond,47.6801,-122.1206,819,425,America/Los_Angeles,NA,98052,Microsoft Hosting,Microsoft Hosting,,AS8075 Microsoft Corp,Corporate,residential,534,99,20,60,10
nationtour.net,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
newsesport.com,46606,173.254.2.146,US,United States,UT,Utah,Provo,40.2181,-111.6133,770,801,America/Denver,NA,84606,Unified Layer,Unified Layer,unifiedlayer.com,AS46606 Unified Layer,Corporate,residential,534,99,20,60,10
newsonlinesite.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
nirvanaol.com,26496,50.63.202.95,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
onefastgame.net,8001,192.155.90.150,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,Net Access Corporation,linode.com,AS8001 Net Access Corporation,Corporate,hosting,534,99,20,60,10
pcclubddk.net,26496,50.63.202.68,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
phoenixtvus.com,7796,216.240.128.229,US,United States,CA,California,Los Angeles,34.0530,-118.2642,803,213,America/Los_Angeles,NA,90017,Atmlink,Atmlink,calpop.com,"AS7796 ATMLINK, INC.",Corporate,hosting,534,99,20,60,10
pop-musicsite.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
progammerli.com,21788,184.82.228.72,US,United States,CA,California,Los Angeles,34.0522,-118.2437,803,323,America/Los_Angeles,NA,,Network Operations Center,Network Operations Center,hostnoc.net,AS21788 Network Operations Center Inc.,Corporate,hosting,309,99,85,85,10
regicsgf.net,26496,184.168.221.74,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
reutersnewsonline.com,21740,64.74.223.46,US,United States,GA,Georgia,Atlanta,33.7516,-84.3915,524,404,America/New_York,NA,30303,Internap Network Services Corporation,"eNom, Incorporated",,"AS21740 eNom, Incorporated",Corporate,business,534,99,20,60,10
safalife.com,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
safalife.com,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
safalife.com,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
safalife.com,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
satellitebbs.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
skyswim.net,21740,8.5.1.39,US,United States,AZ,Arizona,Tempe,33.4357,-111.9171,753,480,America/Phoenix,NA,85281,Level 3 Communications,"eNom, Incorporated",,"AS21740 eNom, Incorporated",Corporate,business,534,99,20,60,10
softsolutionbox.net,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
softsolutionbox.net,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
softsolutionbox.net,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
softsolutionbox.net,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
sportreadok.net,26496,50.63.202.64,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
symanteconline.net,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
syscation.com,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
tfxdccssl.net,26496,50.63.202.95,US,United States,AZ,Arizona,Scottsdale,33.6119,-111.8906,753,480,America/Phoenix,NA,85260,"GoDaddy.com, LLC","GoDaddy.com, LLC",secureserver.net,"AS26496 GoDaddy.com, LLC",Corporate,hosting,534,99,20,60,10
tibethome.org,36351,198.58.104.183,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,Linode,linode.com,AS36351 SoftLayer Technologies Inc.,Corporate,hosting,534,99,20,60,10
todayusa.org,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
usabbs.org,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
usapappers.com,32421,192.31.186.105,US,United States,DE,Delaware,Wilmington,39.7157,-75.5281,504,302,America/New_York,NA,19801,Black Lotus Communications,Black Lotus Communications,,AS32421 Black Lotus Communications,Corporate,residential,534,99,20,60,10
ushongkong.org,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
ushongkong.org,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
ushongkong.org,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
ushongkong.org,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
usnewssite.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
usnftc.org,3595,50.116.42.33,US,United States,NJ,New Jersey,Absecon,39.4899,-74.4773,504,609,America/New_York,NA,08205,Linode,"Global Net Access, LLC",linode.com,"AS3595 Global Net Access, LLC",Corporate,hosting,534,99,20,60,10
ustvb.com,33626,208.73.211.183,US,United States,CA,California,Los Angeles,34.0533,-118.2549,803,213,America/Los_Angeles,NA,90071,Oversee.net,Oversee.net,domainservice.com,AS33626 Oversee.net,Corporate,business,534,99,20,60,10
voiceofman.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
webservicesupdate.com,21740,8.5.1.16,US,United States,AZ,Arizona,Tempe,33.4357,-111.9171,753,480,America/Phoenix,NA,85281,Level 3 Communications,"eNom, Incorporated",,"AS21740 eNom, Incorporated",Corporate,business,534,99,20,60,10
yahoodaily.com,2516,106.186.16.96,JP,Japan,,,,36.0000,138.0000,,,Asia/Tokyo,AS,,Kddi Corporation,Kddi Corporation,linode.com,AS2516 KDDI KDDI CORPORATION,Cable/DSL,residential,,99,,,
youipcam.com,7796,216.240.128.229,US,United States,CA,California,Los Angeles,34.0530,-118.2642,803,213,America/Los_Angeles,NA,90017,Atmlink,Atmlink,calpop.com,"AS7796 ATMLINK, INC.",Corporate,hosting,534,99,20,60,10
3ml.infosupports.com,51969,46.149.19.26,IS,Iceland,,,,65.0000,-18.0000,,,Atlantic/Reykjavik,EU,,GreenQloud ehf,GreenQloud ehf,greenqloud.com,AS51969 GreenQloud ehf,Cable/DSL,residential,,99,,,
911.cnnnewsdaily.com,22489,69.43.161.167,US,United States,CA,California,San Diego,32.8073,-117.1324,825,858,America/Los_Angeles,NA,92123,Castle Access,Castle Access,,AS22489 Castle Access Inc,Corporate,residential,534,99,20,60,10
aar.bigdepression.net,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
aar.bigdepression.net,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
aar.bigdepression.net,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
aar.bigdepression.net,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
aarco.bigdepression.net,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
aarco.bigdepression.net,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
aarco.bigdepression.net,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
aarco.bigdepression.net,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
add.infosupports.com,51969,46.149.19.26,IS,Iceland,,,,65.0000,-18.0000,,,Atlantic/Reykjavik,EU,,GreenQloud ehf,GreenQloud ehf,greenqloud.com,AS51969 GreenQloud ehf,Cable/DSL,residential,,99,,,
addr.infosupports.com,51969,46.149.19.26,IS,Iceland,,,,65.0000,-18.0000,,,Atlantic/Reykjavik,EU,,GreenQloud ehf,GreenQloud ehf,greenqloud.com,AS51969 GreenQloud ehf,Cable/DSL,residential,,99,,,
admin.datastorage01.org,8560,87.106.250.34,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
admin.datastorage01.org,8560,108.175.9.189,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,onlinehome-server.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
admin.datastorage01.org,8560,74.208.164.166,US,United States,PA,Pennsylvania,Wayne,40.0548,-75.4083,504,610,America/New_York,NA,19087,1&1 Internet,1&1 Internet,rmoov.com,AS8560 1&1 Internet AG,Corporate,hosting,534,99,20,60,10
admin.datastorage01.org,8560,87.106.24.200,DE,Germany,,,,51.0000,9.0000,,,Europe/Berlin,EU,,1&1 Internet AG,1&1 Internet AG,onlinehome-server.info,AS8560 1&1 Internet AG,Corporate,hosting,,99,,,
